id,titulo,autor
2485,Vidas cruzadas,Danielle Steel
2486,Volar,Danielle Steel
2487,Volver a vivir,Danielle Steel
2488,Zoya,Danielle Steel
2489,El extrano caso del Dr Jekyll y Mr Hyde,Robert Louis Stevenson
2490,Dracula,Bram Stoker
2492,Cartas de Papa Noel,J. R. R. Tolkien
2493,El Hobbit ilustrado por Jemima Catlin,J. R. R. Tolkien
2494,El Silmarillion,J. R. R. Tolkien
2495,El hobbit,J. R. R. Tolkien
2496,El retorno del rey,J. R. R. Tolkien
2497,La comunidad del anillo,J. R. R. Tolkien
2498,Las dos torres,J. R. R. Tolkien
2499,El cisne negro,Nassim Nicholas Taleb
2500,El jilguero,Donna Tartt
2501,El secreto,Donna Tartt
2502,Un juego de ninos,Donna Tartt
2503,El Orco - Las Glosas Udunenses,Tharilin de Enedwaith
2504,Los errantes,Olga Tokarczuk
2505,Sobre los huesos de los muertos,Olga Tokarczuk
2506,Un lugar llamado Antano,Olga Tokarczuk
2507,Apendices,J. R. R. Tolkien
2508,Arbol y Hoja y el poema Mitopoeia,J. R. R. Tolkien
2509,Beowulf. Traduccion y comentario,J. R. R. Tolkien
2510,Beren y Luthien,J. R. R. Tolkien
2511,Cartas,J. R. R. Tolkien
2512,Cuentos inconclusos de Numenor y la Tierra,J. R. R. Tolkien
2513,Egidio el granjero de Ham (Ilustrado),J. R. R. Tolkien
2514,Egidio el granjero de Ham y otros relatos,J. R. R. Tolkien
2515,El Senor de los Anillos,J. R. R. Tolkien
2516,El anillo de Morgoth,J. R. R. Tolkien
2517,El camino perdido,J. R. R. Tolkien
2518,El fin de la Tercera Edad,J. R. R. Tolkien
2519,El herrero de Wootton Mayor,J. R. R. Tolkien
2520,El libro de los cuentos perdidos I,J. R. R. Tolkien
2521,El libro de los cuentos perdidos II,J. R. R. Tolkien
2522,El retorno de la Sombra,J. R. R. Tolkien
2523,El senor Bliss,J. R. R. Tolkien
2524,La Caida de Gondolin,J. R. R. Tolkien
2525,La Guerra de las Joyas,J. R. R. Tolkien
2526,La Guerra del Anillo,J. R. R. Tolkien
2527,La caida de Arturo,J. R. R. Tolkien
2528,La caida de Numenor,J. R. R. Tolkien
2529,La formacion de la Tierra Media,J. R. R. Tolkien
2530,La historia de Kullervo,J. R. R. Tolkien
2531,La leyenda de Sigurd y Gudrun,J. R. R. Tolkien
2532,La traicion de Isengard,J. R. R. Tolkien
2533,La ultima cancion de Bilbo,J. R. R. Tolkien
2534,Las aventuras de Tom Bombadil y otros poem,J. R. R. Tolkien
2535,Las baladas de Beleriand,J. R. R. Tolkien
2536,Los Hijos de Hurin,J. R. R. Tolkien
2537,Los Monstruos y los Criticos y otros ensay,J. R. R. Tolkien
2538,Los Pueblos de la Tierra Media,J. R. R. Tolkien
2539,Roverandom,J. R. R. Tolkien
2540,Anna Karenina - Lev Nikolaievich Tolstoi,León Tolstói
2541,Guerra y paz - Lev Nikolaievich Tolstoi,León Tolstói
2542,Historia de mi infancia - Lev Nikolaievich Tolstoi,León Tolstói
2543,Ano 1601,Mark Twain
2544,Antiimperialismo,Mark Twain
2545,Cartas de amor,Mark Twain
2546,Cartas desde la Tierra (trad. de F. Correa,Mark Twain
2547,Cartas desde la Tierra,Mark Twain
2548,Cuentos completos,Mark Twain
2549,Diarios de Adan y Eva,Mark Twain
2550,El bobo Wilson,Mark Twain
2551,El hombre que corrompio a Hadleyburg,Mark Twain
2552,El pretendiente americano,Mark Twain
2553,El principe y el mendigo (ilustrado),Mark Twain
2556,Guia para viajeros inocentes,Mark Twain
2557,Huck Finn y Tom Sawyer entre los indios y,Mark Twain
2558,Juana de Arco,Mark Twain
2559,La decadencia del arte de mentir,Mark Twain
2560,La horrible lengua alemana,Mark Twain
2561,Las aventuras de Huckleberry Finn (Ilustra,Mark Twain
2562,Las aventuras de Huckleberry Finn (trad. J,Mark Twain
2563,Las aventuras de Huckleberry Finn,Mark Twain
2564,Las aventuras de Tom Sawyer (Ilustrado),Mark Twain
2565,Las aventuras de Tom Sawyer (trad. Simon S,Mark Twain
2567,Las aventuras de Tom Sawyer,Mark Twain
2568,Los diarios de Adan y Eva (ilustrados),Mark Twain
2569,Los escritos irreverentes,Mark Twain
2570,Narraciones humoristicas,Mark Twain
2571,Narrativa breve,Mark Twain
2572,Principe y mendigo,Mark Twain
2573,Reflexiones contra la religion,Mark Twain
2574,Tom Sawyer en el extranjero,Mark Twain
2575,Tom Sawyer en el extranjero Tom Sawyer d,Mark Twain
2576,"Tom Sawyer, detective",Mark Twain
2577,Un bosquejo de familia,Mark Twain
2578,Un cuento policial de doble fondo y otros,Mark Twain
2579,"Un misterio, una muerte y un matrimonio",Mark Twain
2580,Un yanqui en la corte del Rey Arturo (JLJ),Mark Twain
2581,Un yanqui en la corte del Rey Arturo,Mark Twain
2582,Un yanqui en la corte del rey Arturo (Ilus,Mark Twain
2583,"Viaje alrededor del mundo, siguiendo el Ec",Mark Twain
2584,Al pie del Tamesis,Mario Vargas Llosa
2585,Articulos y ensayos,Mario Vargas Llosa
2586,Carta de batalla por Tirant lo Blanc,Mario Vargas Llosa
2587,Cartas a un joven novelista,Mario Vargas Llosa
2588,Cinco esquinas,Mario Vargas Llosa
2589,Conversacion en La Catedral,Mario Vargas Llosa
2590,Conversacion en Princeton,Mario Vargas Llosa
2591,Desafios a la libertad,Mario Vargas Llosa
2592,El Paraiso en la otra esquina,Mario Vargas Llosa
2593,El hablador,Mario Vargas Llosa
2594,El heroe discreto,Mario Vargas Llosa
2595,El loco de los balcones,Mario Vargas Llosa
2596,El pez en el agua,Mario Vargas Llosa
2597,El sueno del celta,Mario Vargas Llosa
2598,El viaje a la ficcion El mundo de Juan Ca,Mario Vargas Llosa
2599,Elogio de la lectura y la ficcion,Mario Vargas Llosa
2600,Elogio de la madrastra,Mario Vargas Llosa
2601,Historia de Mayta,Mario Vargas Llosa
2602,Historia de un deicidio,Mario Vargas Llosa
2603,Historia secreta de una novela,Mario Vargas Llosa
2604,Israel Palestina,Mario Vargas Llosa
2605,La casa verde,Mario Vargas Llosa
2606,La ciudad y los perros,Mario Vargas Llosa
2607,La civilizacion del espectaculo,Mario Vargas Llosa
2608,La fiesta del chivo,Mario Vargas Llosa
2609,La guerra del fin del mundo,Mario Vargas Llosa
2610,La llamada de la tribu,Mario Vargas Llosa
2611,La orgia perpetua. Flaubert y Madame Bovar,Mario Vargas Llosa
2612,La senorita de Tacna,Mario Vargas Llosa
2613,La tentacion de lo imposible,Mario Vargas Llosa
2614,La tia Julia y el escribidor,Mario Vargas Llosa
2615,La verdad de las mentiras,Mario Vargas Llosa
2616,Lituma en los Andes,Mario Vargas Llosa
2617,Los cachorros,Mario Vargas Llosa
2618,Los cuadernos de don Rigoberto,Mario Vargas Llosa
2619,Los cuentos de la peste,Mario Vargas Llosa
2620,Los jefes y otros cuentos,Mario Vargas Llosa
2621,Medio siglo con Borges,Mario Vargas Llosa
2622,Obra reunida. Narrativa breve,Mario Vargas Llosa
2623,Pantaleon y las visitadoras,Mario Vargas Llosa
2624,Sables y utopias,Mario Vargas Llosa
2625,Tiempos recios,Mario Vargas Llosa
2626,Travesuras de la nina mala,Mario Vargas Llosa
2627,Quien mato a Palomino Molero,Mario Vargas Llosa
2628,De la Tierra a la Luna trad Mauro Armino,Julio Verne
2629,La casa de vapor Penguin Clasicos,Julio Verne
2630,La vuelta al mundo en 80 dias,Julio Verne
2631,Maravillosas aventuras de Antifer,Julio Verne
2632,Veinte mil leguas de viaje submarino,Julio Verne
2633,Viaje al centro de la Tierra,Julio Verne
2634,Cuentos fantasticos para un mundo en cri,Alfonso Villar Guerrero
2635,Candido. Micromegas. Zadig,Voltaire
2636,Cartas filosoficas,Voltaire
2637,Contra el fanatismo religioso,Voltaire
2638,Cuentos completos en prosa y verso,Voltaire
2639,El siglo de Luis XIV,Voltaire
2640,Historia del establecimiento del cristiani,Voltaire
2641,La Doncella de Orleans,Voltaire
2642,La filosofia de la Historia,Voltaire
2643,La princesa de Babilonia,Voltaire
2644,Micromegas,Voltaire
2645,Tratado sobre la tolerancia,Voltaire
2646,El planeta inhospito,David Wallace-Wells
2647,El hombre invisible ilustrado por Luis Scafati,H. G. Wells
2648,La guerra de los mundos,H. G. Wells
2649,La maquina del tiempo,H. G. Wells
2650,Doce historias y un sueno,H. G. Wells
2651,El alimento de los dioses,H. G. Wells
2652,El amor y mister Lewisham,H. G. Wells
2653,El bacilo robado y otros incidentes & Cuen,H. G. Wells
2654,El hombre invisible (Ilustrado),H. G. Wells
2655,El hombre invisible,H. G. Wells
2656,El mundo se liberta,H. G. Wells
2657,El pais de los ciegos (Ilustrado-bilingue),H. G. Wells
2658,El pais de los ciegos,H. G. Wells
2659,El pais de los ciegos y otros relatos (tra,H. G. Wells
2660,Grandes novelas,H. G. Wells
2661,La ciencia ficcion de H. G. Wells I,H. G. Wells
2662,La ciencia ficcion de H. G. Wells II,H. G. Wells
2663,La isla del Dr. Moreau (Ilustrado),H. G. Wells
2664,La isla del doctor Moreau,H. G. Wells
2665,La miseria de los zapatos,H. G. Wells
2666,La puerta en el muro (y otros cuentos),H. G. Wells
2667,La puerta en el muro,H. G. Wells
2668,Los primeros hombres en la Luna,H. G. Wells
2669,Obras completas I,H. G. Wells
2670,Obras completas II,H. G. Wells
2671,Rusia en las tinieblas,H. G. Wells
2672,Tono-Bungay,H. G. Wells
2673,Un criado que promete,H. G. Wells
2674,Una historia de los tiempos venideros,H. G. Wells
2675,Una utopia moderna,H. G. Wells
2676,El coloso de Nueva York,Colson Whitehead
2677,El ferrocarril subterraneo,Colson Whitehead
2678,Los chicos de la Nickel,Colson Whitehead
2679,Zona Uno,Colson Whitehead
2680,Cuentos completos trad Julio Gomez de la Serna,Oscar Wilde
2681,El fantasma de Canterville y otros relatos,Oscar Wilde
2682,El principe feliz y otros cuentos,Oscar Wilde
2683,El retrato de Dorian Gray Edicion sin censura,Oscar Wilde
2684,La importancia de llamarse Ernesto,Oscar Wilde
2685,Al faro,Virginia Woolf
2686,Cuentos completos,Virginia Woolf
2687,El cuarto de Jacob,Virginia Woolf
2688,El lector comun,Virginia Woolf
2689,El viejo Bloomsbury y otros ensayos,Virginia Woolf
2690,Entre actos,Virginia Woolf
2691,Estar enfermo,Virginia Woolf
2692,Fin de viaje,Virginia Woolf
2693,Flush,Virginia Woolf
2694,Freshwater,Virginia Woolf
2695,Horas en una biblioteca,Virginia Woolf
2696,Kew gardens (Ilustrado),Virginia Woolf
2697,La senora Dalloway,Virginia Woolf
2698,Las olas,Virginia Woolf
2699,Londres,Virginia Woolf
2700,Los anos,Virginia Woolf
2701,Lunes o martes. Cuentos y bosquejos,Virginia Woolf
2702,Orlando,Virginia Woolf
2703,Orlando. Una biografia,Virginia Woolf
2704,Relatos completos,Virginia Woolf
2705,Un cuarto propio (edicion ilustrada),Virginia Woolf
2706,Un cuarto propio,Virginia Woolf
2707,Una habitacion propia,Virginia Woolf
2708,Parasitos,Carl Zimmer
2709,Antigona,Slavoj Zizek
2710,Bienvenidos al desierto de lo Real,Slavoj Zizek
2711,El acoso de las fantasias,Slavoj Zizek
2712,El dolor de Dios. Inversiones del Apocalip,Slavoj Zizek
2713,El mas sublime de los histericos,Slavoj Zizek
2714,En defensa de causas perdidas,Slavoj Zizek
2715,En defensa de la intolerancia,Slavoj Zizek
2716,Islam y modernidad,Slavoj Zizek
2717,La nueva lucha de clases,Slavoj Zizek
2718,La permanencia en lo negativo,Slavoj Zizek
2719,Lacrimae rerum,Slavoj Zizek
2720,"Mis chistes, mi filosofia",Slavoj Zizek
2721,Pandemia,Slavoj Zizek
2722,Pedir lo imposible,Slavoj Zizek
2723,"Primero como tragedia, despues como farsa",Slavoj Zizek
2724,Problemas en el paraiso,Slavoj Zizek
2725,Viviendo en el final de los tiempos,Slavoj Zizek
2726,La era del capitalismo de la vigilancia,Shoshana Zuboff
2727,Guia del autoestopista galactico,Douglas Adams
2728,Como un hombre piensa,James Allen
2729,La Biblia de las Americas,Anonimo
2730,Cadaver exquisito,Agustina Bazterrica
2731,Las indignas,Agustina Bazterrica
2732,Matar a la nina,Agustina Bazterrica
2733,Belen,J. J. Benitez
2734,El diario de Eliseo,J. J. Benitez
2735,Cana,J. J. Benitez
2736,Cesarea,J. J. Benitez
2737,Hermon,J. J. Benitez
2738,Jerusalen,J. J. Benitez
2739,Jordan,J. J. Benitez
2740,Masada,J. J. Benitez
2741,Nahum,J. J. Benitez
2742,Nazaret,J. J. Benitez
2743,Saidan,J. J. Benitez
2744,El dia del relampago,J. J. Benitez
2745,La ley de Murphy,Arthur Bloch
2746,Se tu mismo,Svend Brinkmann
2747,El poder,Rhonda Byrne
2748,El secreto,Rhonda Byrne
2749,La magia,Rhonda Byrne
2750,El camino del artista,Julia Cameron
2751,Como mandar a la mierda de forma educada,Alba Cardalda
2752,El arte de ensonar,Carlos Castaneda
2753,El segundo anillo de poder,Carlos Castaneda
2754,La rueda del tiempo,Carlos Castaneda
2755,Las ensenanzas de don Juan,Carlos Castaneda
2756,Relatos de poder,Carlos Castaneda
2757,Los cinco lenguajes del amor,Gary Chapman
2758,Querida yo tenemos que hablar conocete y se feliz contigo,Elizabeth Clapes
2759,El hombre mas rico de Babilonia,George S Clason
2760,Eres lo que piensas,Wayne W. Dyer
2761,Evite ser utilizado,Wayne W. Dyer
2762,Tus zonas erroneas,Wayne W. Dyer
2763,No tengo boca y debo gritar,Harlan Ellison
2764,Mañanas milagrosas Los 6 hábitos que cambiarán tu vida antes de las 8,Hal Elrod
2765,Como hacer que te pasen cosas buenas,Marian Rojas Estape
2766,Encuentra tu persona vitamina,Marian Rojas Estape
2767,Recupera tu mente reconquista tu vida,Marian Rojas Estape
2768,Los hombres son de Marte las mujeres son de Venus,John Gray
2770,Fluir en El sin yo,Jacobo Grinberg Zylberbaum
2771,La luz angelmatica,Jacobo Grinberg Zylberbaum
2772,La teoria sintergica,Jacobo Grinberg Zylberbaum
2773,Meditacion,Jacobo Grinberg Zylberbaum
2774,Meditacion autoalusiva,Jacobo Grinberg Zylberbaum
2775,Retorno a la luz,Jacobo Grinberg Zylberbaum
2776,La Biblioteca de la Medianoche,Matt Haig
2778,La vegetariana,Kang Han
2779,Yo que nunca supe de los hombres,Jacqueline Harpman
2780,La hipotesis del amor,Ali Hazelwood
2781,Cuernos,Joe Hill
2782,El traje del muerto,Joe Hill
2783,Fantasmas,Joe Hill
2784,Nos4a2,Joe Hill
2785,Piense y hagase rico,Napoleon Hill
2786,Confia en mi estoy mintiendo,Ryan Holiday
2787,El ego es el enemigo,Ryan Holiday
2788,Estoicismo cotidiano,Ryan Holiday
2789,No te olvidare,Colleen Hoover
2790,Cómo piensan los ricos,Morgan Housel
2791,El verano en que mi madre tuvo los ojos verdes,Tatiana Ibuleac
2792,El Kybalion,Tres Iniciados
2794,El negocio del siglo 21,Robert Toru Kiyosaki
2795,Padre rico padre pobre,Robert Toru Kiyosaki
2796,La guerra de la amapola,R F Kuang
2797,La Republica del Dragon,R F Kuang
2799,Apocalipsex,Mario Luna
2800,Psicologia del exito,Mario Luna
2801,Sex code,Mario Luna
2802,Sex crack,Mario Luna
2803,Pequeno cerdo capitalista,Sofia Macias
2804,El sutil arte de que casi todo te importe una mierda,Mark Manson
2805,Cuando no queden mas estrellas que contar,Maria Martinez
2806,El secreto de la asistenta,Freida McFadden
2807,La asistenta,Freida McFadden
2808,La asistenta te vigila,Freida McFadden
2809,La boda de la asistenta,Freida McFadden
2810,La cancion de Aquiles,Madeline Miller
2813,Tres veces tu,Federico Moccia
2814,Azul casi transparente,Ryu Murakami
2815,El gato que amaba los libros,Sosuke Natsukawa
2816,El cuerpo habla,Joe Navarro
2817,Respira,James Nestor
2818,Reinventarse,Mario Alonso Puig
2819,Te doy mi corazon,Julia Quinn
2820,Los siete maridos de Evelyn Hugo,Taylor Jenkins Reid
2821,Amar o depender,Walter Riso
2822,Los limites del amor,Walter Riso
2823,El poder de los 5 segundos,Mel Robbins
2824,El arte de ser nosotros,Inma Rubiales
2825,Los cuatro acuerdos,Miguel Angel Ruiz
2826,Si quieres casarte con mi hija debemos hablar,Carlos Cuauhtemoc Sanchez
2827,El club de las 5 de la mañana,Robin Sharma
2828,El monje que vendio su Ferrari,Robin S. Sharma
2829,El poder de las palabras,Mariano Sigman
2830,Te di ojos y miraste las tinieblas,Irene Sola
2831,Soy un gato,Natsume Soseki
2832,El arte de decidir,Ezequiel Starobinsky
2833,El metodo (The game),Neil Strauss
2834,El poder del metabolismo,Frank Suarez
2835,El poder del ahora,Eckhart Tolle
2836,El Silencio Habla,Eckhart Tolle
2837,Habla menos actúa más,Brian Tracy
2838,Si lo crees lo creas,Brian Tracy
2839,Como vencer tus miedos,David Valois
2840,El libro de Enoc,Varios
2841,Lazos de amor,Brian Weiss
2842,Muchas vidas muchos maestros,Brian Weiss
2843,Alas de hierro,Rebecca Yarros
2844,Alas de Onix,Rebecca Yarros
2845,Alas de sangre,Rebecca Yarros
2846,Ghostgirl cancion de navidad,Tonya Hurley
2847,Ghostgirl el regreso,Tonya Hurley
2848,Ghostgirl loca por amor,Tonya Hurley
2849,La Supraconciencia existe: Vida después de la vida,Manuel Sans Segarra
2850,La chica del tren,Paula Hawkins
2851,Este dolor no es mío,Mark Wolynn
2852,Voces de Chernóbil,Svetlana Alexiévich
2853,La guerra no tiene rostro de mujer,Svetlana Alexiévich
2854,El código de la manifestación,Raimon Samsó
2855,Artemisa,Andy Weir
2856,El marciano,Andy Weir
2857,Proyecto Hail Mary,Andy Weir
2858,Universo de Andy Weir,Andy Weir
2859,No Me Llames Loca,Gilraen Eärfalas
2860,El cerebro se cambia a sí mismo,Norman Doidge
2861,El dominio de sí mismo,Émile Coué
2862,El poder de la intención,Wayne Dyer
2863,El poder de tu mente subconsciente,Joseph Murphy
2864,El principio,Tara Swart
2865,El Tao de la física,Fritjof Capra
2866,La Ciencia de Hacerse Rico,Wallace D. Wattles
2867,La totalidad y el orden implicado,David Bohm
2868,Las siete leyes espirituales del éxito,Deepak Chopra
2869,Maestría cuántica,Miguel Angel Camiletti Sáez
2870,Sentir es el secreto,Neville Goddard
2871,Tratado de autosugestión,Émile Coué
2872,El arte de realizar tus deseos,Neville Goddard
2873,Lecciones para manifestar tus deseos,Neville Goddard
2874,Tu fe es tu fortuna,Neville Goddard
2875,El túnel,Ernesto Sabato
2876,Sobre héroes y tumbas,Ernesto Sabato
2877,Abaddón el exterminador,Ernesto Sabato
2879,El gran Gatsby,Francis Scott Fitzgerald
2880,El diario de Ana Frank,Anne Frank
2881,El sí de las niñas,Leandro Fernández de Moratín
2882,La vida de Pi,Yann Martel
2890,El paraíso perdido,John Milton
2891,Cometas en el cielo,Khaled Hosseini
2894,Demian,Hermann Hesse
2895,El lobo estepario,Hermann Hesse
2896,Siddhartha,Hermann Hesse
2897,La maldición de Hill House,Shirley Jackson
2898,"Recuerdos, suenos, pensamientos",Carl Gustav Jung
2901,Los hombres que no amaban a las mujeres,Stieg Larsson
2902,La chica que sonaba con una cerilla y un bidon de gasolina,Stieg Larsson
2903,La reina en el palacio de las corrientes de aire,Stieg Larsson
2904,La peste escarlata,Jack London
2905,El beso de la mujer arana,Manuel Puig
2908,El catalejo lacado,Philip Pullman
2909,El Oxford de Lyra,Philip Pullman
2910,La brujula dorada,Philip Pullman
2911,La daga,Philip Pullman
2916,Las aventuras de Sherlock Holmes,Arthur Conan Doyle
2917,El juego de Ender,Orson Scott Card
2918,A sangre fria,Truman Capote
2920,Los pasos perdidos,Alejo Carpentier
2926,Preludio al espacio,Arthur C. Clarke
2927,Exhalacion,Ted Chiang
2928,La historia de tu vida,Ted Chiang
2929,Retratos de una isla,Manuel Cubero Urbano
2933,Hojas de hierba,Walt Whitman
2936,"Poemas de la oficina, Poemas del hoyporhoy",Mario Benedetti
2937,La tregua,Mario Benedetti
2938,La invencion de Morel,Adolfo Bioy Casares
2939,Llamadas telefonicas,Roberto Bolano
2944,La naranja mecanica,Anthony Burgess
2945,El nino con el pijama de rayas,John Boyne
2946,La ladrona de libros,Markus Zusak
2947,El infinito en un junco,Irene Vallejo
2952,"Discurso del Metodo, Meditaciones metafisicas",Rene Descartes
2954,Las pasiones del alma,Rene Descartes
2955,"Armas, germenes y acero",Jared Diamond
2959,El conde de Montecristo,Alexandre Dumas
2960,Los tres mosqueteros,Alexandre Dumas
2962,"Pensar rapido, pensar despacio",Daniel Kahneman
2965,Ante la ley,Franz Kafka
2979,Los rios profundos,Jose Maria Arguedas
2983,Los oceanos de Venus,Isaac Asimov
2988,Patria,Fernando Aramburu
2990,Contar La Plata-Maximiliano Alvarez,Maximiliano Alvarez
2991,Vegetarianismo en el debate politico,Ezequiel Arrieta
2993,Cantar del mio Cid,Anonimo
2997,Hyperion,Dan Simmons
2999,Ubunchu 3,Hiroshi Seo
3002,El guardian entre el centeno,J. D. Salinger
3004,La señorita Else,Arthur Schnitzler
3005,Relato Soñado,Arthur Schnitzler
3006,El teniente Gustl,Arthur Schnitzler
3007,El arte de la guerra,Sun Tzu
3011,La cabana del tio Tom,Harriet Beecher Stowe
3012,Neuromante,William Gibson
3018,El senor de las moscas,William Golding
3020,El forastero misterioso,Mark Twain
3021,El arte de amar,Erich Fromm
3022,Influencia,Robert Cialdini
3023,El error de Descartes,António Damásio
3024,El señor presidente,Miguel Ángel Asturias
3025,El viaje de Baldassare,Amin Maalouf
3026,El club de la buena estrella,Amy Tan
3027,La ridícula idea de no volver a verte,Rosa Montero
3028,Fluent Forever,Gabriel Wyner
3029,The Little Prince,Antoine de Saint-Exupéry
3030,Charlotte's Web,E.B. White
3031,The Hobbit,J.R.R. Tolkien
3032,Winnie-the-Pooh,A.A. Milne
3033,The Boy in the Striped Pajamas,John Boyne
3034,Wonder,R.J. Palacio
3035,Matilda,Roald Dahl
3036,A Monster Calls,Patrick Ness
3037,Una breve historia de casi todo,Bill Bryson
3038,Una vida en nuestro planeta,David Attenborough
3039,La rastra,Joy Williams
3040,Freakonomics,Steven D. Levitt & Stephen J. Dubner
3041,Capital en el siglo XXI,Thomas Piketty
3042,El millonario de la puerta de al lado,Thomas J. Stanley
3043,Las trampas del deseo,Dan Ariely
