Número Consecutivo,Título,Autor,Sinopsis,Género,Año,URL Preview
105,Tratados de Logica (Organon) II - Aristoteles,Aristóteles,"Continuación del Organon que aborda los Analíticos Segundos, los Tópicos y las Refutaciones Sofísticas.",Filosofía/Lógica,-350,https://drive.google.com/file/d/1z35LkTrUup4oF6mWSq2m8jdYWNCSOEpj/preview
106,A lo marciano - Isaac Asimov,"Asimov, Isaac",Relato sobre la supervivencia y la adaptación humana en el entorno hostil del planeta Marte.,Ciencia Ficción,1952,https://drive.google.com/file/d/1Oj7ApL8DkLGQc54-r4d5b5HjbHISNm_w/preview
107,"Alpha Centauri, la estrella mas proxima - Isaac Asimov","Asimov, Isaac",Ensayo astronómico que explora las características y misterios del sistema estelar más cercano a la Tierra.,Divulgación Científica,1973,https://drive.google.com/file/d/1_ef_jhbdSMuCSGyqyNfVUoDpWAW8gEmV/preview
108,Anochecer - Isaac Asimov,"Asimov, Isaac","En un planeta con seis soles, la llegada de la oscuridad por primera vez desata el caos absoluto.",Ciencia Ficción,1941,https://drive.google.com/file/d/11INw3K_dxhp7hSjZHmSUHxZnJFibiD0s/preview
109,Asesinato en la convencion - Isaac Asimov,"Asimov, Isaac",Novela de misterio ambientada en una convención de escritores donde ocurre un crimen aparentemente inexplicable.,Misterio,1980,https://drive.google.com/file/d/1DOw6t1nSSQ3SRvFK2cSWpusoAIwE_knv/preview
110,Asimov. Seleccion 1 - Isaac Asimov,"Asimov, Isaac",Primera antología que reúne relatos cortos fundamentales que definieron la carrera del autor en la ciencia ficción.,Ciencia Ficción,1973,https://drive.google.com/file/d/1GGFAY4DovtaIJJ-aZMbSebWw9EqDIGLA/preview
111,Asimov. Seleccion 2 - Isaac Asimov,"Asimov, Isaac",Segundo volumen recopilatorio con historias que exploran la robótica y los viajes espaciales.,Ciencia Ficción,1973,https://drive.google.com/file/d/1yuKQQD3PgMMNSvyPNMlD7U1ZwmBgRJMr/preview
112,Asimov. Seleccion 3 - Isaac Asimov,"Asimov, Isaac",Tercera parte de la colección de relatos cortos emblemáticos del maestro de la ciencia ficción.,Ciencia Ficción,1973,https://drive.google.com/file/d/1LAf_N1nxFVpzIyNKJvuHT-9Pe64nRKxc/preview
113,Asimov_ Cuentos Completos - Isaac Asimov,"Asimov, Isaac","Recopilación exhaustiva de la narrativa breve de Asimov, abarcando décadas de inventiva futurista.",Ciencia Ficción,1990,https://drive.google.com/file/d/1M-vXNK5qcgvs73C7DYf2PuVEKfkFFeSg/preview
114,Azazel - Isaac Asimov,"Asimov, Isaac",Serie de relatos humorísticos sobre un pequeño demonio con poderes limitados que intenta ayudar a los humanos.,Fantasía,1988,https://drive.google.com/file/d/1z0BfZdU4AnqSYUzSoMS5fx62THl-OGvU/preview
115,Banquetes de los Viudos Negros - Isaac Asimov,"Asimov, Isaac",Relatos de misterio donde un grupo de caballeros resuelve acertijos lógicos durante sus cenas mensuales.,Misterio,1976,https://drive.google.com/file/d/1JXM6h6PLrbIe19bdKqJc7BotGQMRtgg7/preview
116,Bovedas de acero (trad. Luis G. Prado) - Isaac Asimov,"Asimov, Isaac",Un detective humano y un robot deben colaborar para resolver un asesinato en una Tierra superpoblada.,Ciencia Ficción,1954,https://drive.google.com/file/d/18LKoitzpYULlzxY3GUYBP1ri6zPT2WJT/preview
117,Bovedas de acero - Isaac Asimov,"Asimov, Isaac",Novela fundacional que mezcla el género policial con la ciencia ficción bajo las leyes de la robótica.,Ciencia Ficción,1954,https://drive.google.com/file/d/1ndZuUyQlFXOAF32Za-_wcblFhHwaMXt8/preview
118,Breve historia de la quimica - Isaac Asimov,"Asimov, Isaac",Recorrido cronológico desde la alquimia antigua hasta los avances de la química moderna y nuclear.,Divulgación Científica,1965,https://drive.google.com/file/d/1EZvTMqNFvmQzuUbTMZE08yDGR9sry2Wd/preview
119,Cien preguntas basicas sobre la ciencia - Isaac Asimov,"Asimov, Isaac","Respuestas claras y directas a las dudas más comunes sobre física, química y astronomía.",Divulgación Científica,1973,https://drive.google.com/file/d/1BqrRxl_9mtmA18X824xRF0ykch_8wvMS/preview
120,Civilizaciones Extraterrestres - Isaac Asimov,"Asimov, Isaac",Análisis especulativo y científico sobre las posibilidades de vida inteligente fuera de nuestro sistema solar.,Divulgación Científica,1979,https://drive.google.com/file/d/1D-7l-UoQTU4fST55RLtoq5QHt6FyM_to/preview
121,Cleon el emperador - Isaac Asimov,"Asimov, Isaac",Relato ambientado en el universo de la Fundación que explora el poder político y la decadencia imperial.,Ciencia Ficción,1993,https://drive.google.com/file/d/1S_997HwSoIFM09hpXpZHoBRuYYxYH3mR/preview
122,Como descubrimos el petroleo - Isaac Asimov,"Asimov, Isaac","Libro educativo que explica el origen, la extracción y la importancia histórica de los combustibles fósiles.",Divulgación Científica,1975,https://drive.google.com/file/d/1HjdEKrqpHnbdm4gfETkX87KgnVJeGSuW/preview
123,Como descubrimos los numeros - Isaac Asimov,"Asimov, Isaac",Historia didáctica sobre la evolución de los sistemas de conteo y las matemáticas en la humanidad.,Divulgación Científica,1977,https://drive.google.com/file/d/1VEVY4RAnfzy0gbaULyvmPnxU8duEiwdl/preview
124,Compre Jupiter - Isaac Asimov,"Asimov, Isaac",Antología de relatos cortos que incluye el cuento homónimo sobre una curiosa transacción comercial interplanetaria.,Ciencia Ficción,1975,https://drive.google.com/file/d/1Sz0JuBE0zKniu44-J85HyNXlS_JhkWPU/preview
125,Con la Tierra nos basta - Isaac Asimov,"Asimov, Isaac","Ensayos sobre la sostenibilidad, el medio ambiente y los desafíos futuros de la humanidad en nuestro planeta.",Divulgación Científica,1975,https://drive.google.com/file/d/1W1uFz5oOPX5EBIfzxFAK655uqsnsGJLW/preview
126,Constantinopla - Isaac Asimov,"Asimov, Isaac","Estudio histórico detallado sobre el surgimiento, esplendor y caída del Imperio Bizantino.",Historia,1970,https://drive.google.com/file/d/1lDlol1ncC2Ie8flcUd35BgCfKVh94ySv/preview
127,Cuarta generacion - Isaac Asimov,"Asimov, Isaac",Relato que examina la evolución de la inteligencia artificial y su relación con sus creadores humanos.,Ciencia Ficción,1988,https://drive.google.com/file/d/1R2__aDyl2_7C-V53vorEIv2U46p1ziQj/preview
128,Cuentos completos I - Isaac Asimov,"Asimov, Isaac","Primer volumen de la colección definitiva de la narrativa breve del autor, incluyendo clásicos de robots.",Ciencia Ficción,1990,https://drive.google.com/file/d/1-gWsTyFQDjZn1XKKqahrehIPhuHRdV4x/preview
129,Cuentos completos II - Isaac Asimov,"Asimov, Isaac","Segundo volumen que consolida su vasta obra corta, explorando temas de espacio y tiempo.",Ciencia Ficción,1992,https://drive.google.com/file/d/1yxy4tHh3VYjKSVyM-lh7FYCj6BjDAOUh/preview
130,Cuentos paralelos - Isaac Asimov,"Asimov, Isaac",Relatos que juegan con realidades alternativas y los límites de la física y la lógica humana.,Ciencia Ficción,1992,https://drive.google.com/file/d/1ZAVU2P_ZxaLG4dQU1zgkWLi1JG2s7VT2/preview
131,De Saturno a Pluton - Isaac Asimov,"Asimov, Isaac",Exploración científica de los planetas exteriores y sus lunas basada en los datos de las misiones espaciales.,Divulgación Científica,1973,https://drive.google.com/file/d/1ZIbqdC49evLLAfmamdxBOGq5nDit_Dyc/preview
132,De los numeros y su historia - Isaac Asimov,"Asimov, Isaac",Ensayo que narra la invención de los números y el desarrollo del pensamiento matemático.,Divulgación Científica,1977,https://drive.google.com/file/d/1SRgRQpEPbSynXzPJcZ1GcsPCgZ8_8L0P/preview
133,El Imperio Romano - Isaac Asimov,"Asimov, Isaac","Crónica histórica sobre el ascenso y la hegemonía de Roma, desde la República hasta el Imperio.",Historia,1966,https://drive.google.com/file/d/1Le-pI1x0sU-5yCE33d4ltFgHoWXVDlHb/preview
134,El Ranger del espacio - Isaac Asimov,"Asimov, Isaac","Primera aventura de Lucky Starr, un agente que lucha contra el crimen en el sistema solar.",Ciencia Ficción,1952,https://drive.google.com/file/d/1lokapgQkqGCtk3mRXxMbgK4YoC3Xqd_v/preview
135,El Robot Completo - Isaac Asimov,"Asimov, Isaac","Recopilación integral de todas las historias de robots del autor, incluyendo las famosas leyes.",Ciencia Ficción,1982,https://drive.google.com/file/d/1RytUUOPCM-wLdwTAMyYusorWUJ05oulH/preview
136,El archivo de los Viudos Negros - Isaac Asimov,"Asimov, Isaac",Más misterios resueltos por el agudo intelecto del camarero Henry y su club de amigos.,Misterio,1980,https://drive.google.com/file/d/1_mmIIA370Z1FX85GZG4zSB3G7P6wcC2D/preview
137,El cercano Oriente - Isaac Asimov,"Asimov, Isaac",Estudio de las civilizaciones de Mesopotamia y su legado cultural e histórico para Occidente.,Historia,1968,https://drive.google.com/file/d/1yHd_chbba8kh_g3ZZkajAw_cOxiYlVH6/preview
138,El club de los enigmas - Isaac Asimov,"Asimov, Isaac",Historias de deducción donde el razonamiento puro es la única herramienta para encontrar la verdad.,Misterio,1986,https://drive.google.com/file/d/14rpBOeR2j1z5ZGClLSTiyymflddv0kiE/preview
139,El codigo genetico - Isaac Asimov,"Asimov, Isaac",Explicación accesible sobre las moléculas de ADN y los principios fundamentales de la herencia biológica.,Divulgación Científica,1962,https://drive.google.com/file/d/1LeJRp3Gga8WEgDcs04CjY9uiye38PLe8/preview
140,El cometa Halley - Isaac Asimov,"Asimov, Isaac",Libro dedicado a la historia y la ciencia detrás del visitante espacial más famoso de la Tierra.,Divulgación Científica,1985,https://drive.google.com/file/d/1nI61HUsGTWbPjgpvTjZDyzLA0WYtF6B3/preview
141,El electron es zurdo y otros ensayos cient - Isaac Asimov,"Asimov, Isaac",Colección de artículos que abordan curiosidades de la física cuántica y la biología molecular.,Divulgación Científica,1972,https://drive.google.com/file/d/1vG_tHNpuOw33L-wS4K7bR-HVzwbrJRPK/preview
142,El fin de la eternidad (trad. Miguel Lopez - Isaac Asimov,"Asimov, Isaac",Una organización que controla el tiempo se ve amenazada por una paradoja y un amor prohibido.,Ciencia Ficción,1955,https://drive.google.com/file/d/1GqC531-xJ_a2h-aKIBlIsrYNDYZ3hW7J/preview
143,El fin de la eternidad - Isaac Asimov,"Asimov, Isaac",Novela clásica sobre los viajes en el tiempo y la manipulación del destino de la humanidad.,Ciencia Ficción,1955,https://drive.google.com/file/d/1J_61bzdDrLqKeh-_SZV0k4M7IBfoxiU8/preview
144,El gran sol de Mercurio - Isaac Asimov,"Asimov, Isaac",Aventura espacial en la que Lucky Starr debe investigar un sabotaje en una base mercuriana.,Ciencia Ficción,1956,https://drive.google.com/file/d/1Osz4ogxl6JdpwxUGROX9jRBwOvQVOdk4/preview
145,El hombre bicentenario - Isaac Asimov,"Asimov, Isaac",Relato conmovedor sobre un robot que lucha por ser reconocido legalmente como un ser humano.,Ciencia Ficción,1976,https://drive.google.com/file/d/119YplzsgxxAb6HQhZ5QhF2GxZBJaSHFp/preview
146,El hombre del bicentenario - Isaac Asimov,"Asimov, Isaac",Novela que expande la historia del robot Andrew Martin y su búsqueda de la mortalidad.,Ciencia Ficción,1976,https://drive.google.com/file/d/1b9K_jXRIXSDDs4PaNm5fGY0lGTjt6CXY/preview
147,El libro de los sucesos - Isaac Asimov,"Asimov, Isaac","Compendio de hechos asombrosos y anécdotas curiosas de la historia, la ciencia y la naturaleza.",Divulgación,1979,https://drive.google.com/file/d/1OyZ8YHT1T9pzVLi521EkQt1KYGOLtYsG/preview
148,El monstruo subatomico - Isaac Asimov,"Asimov, Isaac",Ensayos que exploran las fronteras de la física de partículas y los misterios del microcosmos.,Divulgación Científica,1985,https://drive.google.com/file/d/1o1UaNOlKNnwqXUbnj7s2RGdRBnAg6lgU/preview
149,El nacimiento de Estados Unidos - Isaac Asimov,"Asimov, Isaac",Relato histórico que cubre desde la era colonial hasta la consolidación de la nación americana.,Historia,1972,https://drive.google.com/file/d/1vOMoFrVixYqeptYSIdUHGpfzhCZURo7J/preview
150,El paso de los milenios - Isaac Asimov,"Asimov, Isaac",Reflexión sobre el progreso técnico y social de la humanidad a lo largo de las eras.,Divulgación,1992,https://drive.google.com/file/d/1YhB6fH9vDLwURExCgfpvyLV_dKEZ1Too/preview
151,El planeta que no estaba - Isaac Asimov,"Asimov, Isaac",Ensayos sobre astronomía y los errores históricos que llevaron a descubrimientos científicos inesperados.,Divulgación Científica,1976,https://drive.google.com/file/d/1dASTVwPFYiRpCcaSAK56Ad4yK1B7X8ay/preview
152,El primer Asimov - Isaac Asimov,"Asimov, Isaac","Antología de los primeros cuentos escritos por el autor, con comentarios personales sobre sus inicios.",Ciencia Ficción,1972,https://drive.google.com/file/d/1q-6JWKK_VKAzOXKR0mRNXZPv2SfaMsWq/preview
153,El robot humano - Isaac Asimov,"Asimov, Isaac",Exploración sobre la posibilidad de robots que imiten perfectamente la apariencia y el comportamiento humano.,Ciencia Ficción,1950,https://drive.google.com/file/d/1lNXwA0aTG4ejRBS02LoTHXXuGocJMXvX/preview
154,El secreto del universo y otros ensayos ci - Isaac Asimov,"Asimov, Isaac",Serie de reflexiones sobre la cosmología y las leyes físicas que rigen la existencia.,Divulgación Científica,1991,https://drive.google.com/file/d/1ReVAm6ZyrESocAQQLKISDE0DUbgNI2be/preview
155,El sol brilla luminoso - Isaac Asimov,"Asimov, Isaac",Colección de ensayos sobre la energía estelar y el futuro del sol en el sistema solar.,Divulgación Científica,1977,https://drive.google.com/file/d/11muSuCADNsGxOQV1CF-Lkyw6ehrphnno/preview
156,El sol desnudo - Isaac Asimov,"Asimov, Isaac",Elijah Baley investiga un crimen en un planeta donde los humanos viven aislados y temen el contacto.,Ciencia Ficción,1957,https://drive.google.com/file/d/1sEssJq-a7do9w5ziXLRpiVaKKlalfWGo/preview
157,El universo - Isaac Asimov,"Asimov, Isaac","Obra enciclopédica que resume el conocimiento humano sobre el cosmos, desde las estrellas hasta las galaxias.",Divulgación Científica,1966,https://drive.google.com/file/d/1WopZAE5JHwTc0WvYF_kFZnBmhviGSrdk/preview
158,En la arena estelar - Isaac Asimov,"Asimov, Isaac",Un joven busca venganza en un imperio galáctico que ignora la existencia de un planeta llamado Tierra.,Ciencia Ficción,1951,https://drive.google.com/file/d/1adtQqeCBKGDinaSl6n2Rw39By5NV7hY1/preview
159,Estoy en Puertomarte sin Hilda - Isaac Asimov,"Asimov, Isaac",Relatos cortos que mezclan humor y ciencia ficción en diversos escenarios del sistema solar.,Ciencia Ficción,1957,https://drive.google.com/file/d/1wIodW2W53oLj7XzvKR1KFPb6JCoa7h6d/preview
160,Fotosintesis - Isaac Asimov,"Asimov, Isaac",Explicación científica detallada del proceso químico por el cual las plantas convierten la luz en energía.,Divulgación Científica,1968,https://drive.google.com/file/d/1h-NZHWyp9MYkccGaCu_ZnV9Tn-wNIBTn/preview
161,Fronteras - Isaac Asimov,"Asimov, Isaac",Ensayos sobre los límites actuales del conocimiento científico y los retos de la investigación futura.,Divulgación Científica,1989,https://drive.google.com/file/d/1Yuj3wn5l0BycRnQrpsMOCO7fEp7ZTHNg/preview
162,Fronteras II - Isaac Asimov,"Asimov, Isaac",Continuación de sus reflexiones sobre los avances tecnológicos y los nuevos horizontes de la ciencia.,Divulgación Científica,1993,https://drive.google.com/file/d/106i3PK23-W1uGgnRSFBN2nFLhc4aTc4_/preview
163,Fundacion - Isaac Asimov,"Asimov, Isaac",Hari Seldon crea un plan para salvar el conocimiento humano tras la caída del Imperio Galáctico.,Ciencia Ficción,1951,https://drive.google.com/file/d/1wOi1ntiSEgIXx7fte53hPze39bMzcFyY/preview
164,Fundacion e Imperio - Isaac Asimov,"Asimov, Isaac",La Fundación enfrenta el ataque de los restos del Imperio y la amenaza de un mutante.,Ciencia Ficción,1952,https://drive.google.com/file/d/1lRkFbD5IABDtgLWvXPnDhNwRzOU_wNMD/preview
165,Fundacion y Tierra - Isaac Asimov,"Asimov, Isaac",Búsqueda del planeta origen de la humanidad para asegurar el futuro de la Galaxia.,Ciencia Ficción,1986,https://drive.google.com/file/d/1_onIRb4Cx7BD3pVjUT5Yv5tlt6P2aufh/preview
166,Grandes ideas de la ciencia - Isaac Asimov,"Asimov, Isaac",Resumen de los conceptos revolucionarios que han cambiado nuestra comprensión del mundo natural.,Divulgación Científica,1959,https://drive.google.com/file/d/1xKDJwgRx5XNjxxzPp8BlboJcNUTFrgC4/preview
167,Guia de la Biblia. Antiguo Testamento - Isaac Asimov,"Asimov, Isaac","Análisis histórico y racional de los libros bíblicos, despojándolos de sus elementos sobrenaturales.",,1967,https://drive.google.com/file/d/1rMtSnZid8AaN8Op7nQyNq5Ly9rbwmTzS/preview
168,Guia de la Biblia. Nuevo Testamento - Isaac Asimov,"Asimov, Isaac",Estudio del contexto histórico y geográfico que rodea la vida de Jesús y los apóstoles.,Historia/Religión,1969,https://drive.google.com/file/d/17nXyTpMdJbmIhOj3_98X55AxdHxrAfJC/preview
169,Guia de la Tierra y el espacio - Isaac Asimov,"Asimov, Isaac","Manual informativo sobre geología, astronomía y la ubicación del hombre en el cosmos.",Divulgación Científica,1991,https://drive.google.com/file/d/1BwztDZvuIrhKprk9MAjyH0qG0kFTBdRV/preview
170,Hacia la Fundacion - Isaac Asimov,"Asimov, Isaac",Precuela que narra la vida de Hari Seldon y el desarrollo de la psicohistoria en Trántor.,Ciencia Ficción,1993,https://drive.google.com/file/d/1fhCGQp7eoAdeUTsrV5nbWWIU7kSegR51/preview
171,Hijo del tiempo - Isaac Asimov,"Asimov, Isaac","Un niño neandertal es traído al presente mediante un experimento de viaje temporal, causando dilemas éticos.",Ciencia Ficción,1958,https://drive.google.com/file/d/1pjnGl2GtTbEw-ZAqSD9C50QRFkyM7qRo/preview
172,Introduccion a la ciencia - I. Ciencias Fi - Isaac Asimov,"Asimov, Isaac","Tratado pedagógico sobre los principios fundamentales de la física, la química y la astronomía.",Divulgación Científica,1960,https://drive.google.com/file/d/1ZQbAQYCGMTDic-4MzmPj0o5DfVUowOxl/preview
173,Introduccion a la ciencia - II. Ciencias B - Isaac Asimov,"Asimov, Isaac","Volumen dedicado a la biología, la medicina y el estudio de los seres vivos.",Divulgación Científica,1960,https://drive.google.com/file/d/1w6661efk-XBilznj95kuEldR0E8o9oUB/preview
